wavelength	t0-14	t0-18	t0-20	t0-22	t0-25	t0-27	t0-32	t0-35	t0-4	t0-45	t0-46	t0-47	t0-48	t0-5	t0-7	t0-8	t3-14	t3-18	t3-20	t3-22	t3-25	t3-27	t3-32	t3-35	t3-4	t3-45	t3-46	t3-47	t3-48	t3-5	t3-7	t3-8	t5-14	t5-18	t5-20	t5-22	t5-25	t5-27	t5-32	t5-35	t5-4	t5-45	t5-46	t5-47	t5-48	t5-5	t5-7	t5-8	t6-14	t6-18	t6-20	t6-22	t6-25	t6-27	t6-32	t6-35	t6-4	t6-45	t6-46	t6-47	t6-48	t6-5	t6-7	t6-8
1039.44	0.2494575	0.2630747	0.07113103	0.02980376	0.1347265	0.06084949	0.05168676	0.09946364	0.1356829	0.09681736	0.1667864	0.1026807	0.1108809	0.06340417	0.03816269	0.1521932	0.2999802	0.1778434	0.2217286	0.0481578	0.08921406	0.2317862	0.09429879	0.2086679	0.1771495	0.1787377	0.2170872	0.03976936	0.1846245	0.0879869	0.3630609	0.2170645	0.1134057	0.2509022	0.1713192	0.2891712	0.1842149	0.2558903	0.2354551	0.1880565	0.3531997	0.1529175	0.1814384	0.2182404	0.1110261	0.1714632	0.2229496	0.2367942	0.2301511	0.1065666	0.2358591	0.5537244	0.27079	0.2771642	0.1286234	0.3060808	0.3026693	0.08993544	0.247867	0.2193643	0.1799201	0.2918705	0.3298402	0.2684172
1041.37	0.2448608	0.2604521	0.07071266	0.02969362	0.1335662	0.06048202	0.05127442	0.09816334	0.1352847	0.09601097	0.1647543	0.1014253	0.1096812	0.06333156	0.03790145	0.1515254	0.2946426	0.1770584	0.2199631	0.04720424	0.08827382	0.2293831	0.09387292	0.205699	0.1745974	0.1768222	0.2143434	0.03947867	0.1827305	0.08766865	0.3560557	0.2158602	0.112808	0.2499238	0.169447	0.2874663	0.1811201	0.253299	0.2331157	0.1859833	0.3508774	0.151427	0.1797268	0.2155504	0.1103097	0.1696953	0.2203831	0.2343843	0.2283897	0.1054114	0.2333533	0.5508297	0.267128	0.2719747	0.127337	0.3015352	0.2995921	0.08931616	0.2436951	0.2169567	0.1770747	0.2872859	0.3247967	0.2658007
1043.3	0.2414787	0.2582056	0.07023194	0.02958692	0.1322939	0.06015592	0.05079363	0.09683568	0.1349976	0.09533492	0.1626685	0.1001212	0.1083749	0.06323509	0.03769435	0.1513657	0.2912725	0.1769292	0.2188847	0.04662361	0.08727176	0.2268288	0.09342466	0.2028542	0.1735157	0.1751948	0.2115416	0.0391775	0.1806953	0.0872051	0.3517999	0.2153796	0.1128014	0.2496261	0.1675164	0.2861635	0.1779735	0.2507046	0.2306995	0.1835603	0.3491167	0.1498108	0.1776384	0.2131468	0.1094503	0.1682906	0.2190384	0.2333628	0.2270952	0.1048475	0.2312564	0.548255	0.264136	0.2667128	0.1259373	0.2968222	0.2974034	0.08875184	0.2391428	0.2144299	0.1742118	0.2831866	0.3207616	0.2635479
1045.23	0.2396379	0.2565503	0.06995934	0.02948351	0.1310641	0.05992556	0.0502908	0.09561983	0.1348157	0.09495372	0.1606898	0.09884133	0.1071254	0.06311886	0.03753104	0.1517146	0.2899668	0.1774135	0.2182043	0.04646087	0.08632331	0.2245053	0.09294459	0.2003233	0.1737774	0.1742277	0.2087833	0.03891798	0.1791958	0.08667932	0.3505294	0.2150732	0.1131444	0.2499571	0.1655506	0.2849621	0.174882	0.2480654	0.2281105	0.1813225	0.3476805	0.1482136	0.1756839	0.2110564	0.1085512	0.1673303	0.2185348	0.2335242	0.2262584	0.1048042	0.2294054	0.5452219	0.2618811	0.2613924	0.124465	0.2922046	0.2956105	0.08821606	0.2344515	0.2119355	0.1711213	0.2795457	0.317573	0.2613223
1047.16	0.2390993	0.2553431	0.07007205	0.02935523	0.1299377	0.05975037	0.04979289	0.09456121	0.1346167	0.0948348	0.1588273	0.09760024	0.1059698	0.06296272	0.03737822	0.1523524	0.2901276	0.1781969	0.2174043	0.04663024	0.08545335	0.2225959	0.09239256	0.1977312	0.1744124	0.1735673	0.2062763	0.03870619	0.1781555	0.08638	0.3519241	0.2147679	0.1133768	0.2505481	0.1635459	0.2839437	0.171896	0.2454837	0.2253675	0.1791287	0.3463646	0.1466737	0.1737534	0.2091934	0.107657	0.1665531	0.2182845	0.2340477	0.225666	0.1048362	0.2276354	0.54127	0.259869	0.2559757	0.1230515	0.2877979	0.2937925	0.08760864	0.2296966	0.2097622	0.1678038	0.2764498	0.3148311	0.2590444
1049.09	0.2392036	0.2541733	0.07031094	0.0291721	0.1288415	0.0594744	0.04928282	0.09358919	0.134206	0.09467515	0.1569449	0.09635673	0.1047709	0.06273389	0.0371964	0.1529288	0.2906863	0.1788463	0.2159361	0.04696589	0.08457694	0.2205667	0.09169997	0.1951669	0.1747112	0.1727311	0.2036981	0.03849709	0.1766395	0.08606958	0.3543814	0.2143129	0.1134799	0.2508608	0.1614577	0.2827027	0.1688439	0.2427976	0.2225941	0.1767858	0.3444973	0.1451213	0.1718473	0.2072201	0.1067357	0.1656659	0.2177158	0.2344943	0.224582	0.1047756	0.2254096	0.536777	0.2575904	0.2504175	0.121691	0.2833021	0.2920375	0.08682621	0.224803	0.2077826	0.1644455	0.273269	0.3121146	0.2565473
1051.01	0.2393032	0.2527335	0.07032311	0.02893325	0.1277347	0.05895183	0.04874942	0.09264682	0.1334916	0.09415027	0.1549796	0.0951292	0.1034049	0.06243313	0.03697598	0.1531924	0.290687	0.1790841	0.2136171	0.04730372	0.08362623	0.2181604	0.09085276	0.1926737	0.1744005	0.1714475	0.2011371	0.03825414	0.1747947	0.085431	0.3563955	0.2133846	0.1135565	0.2505816	0.1592946	0.2809968	0.165871	0.2397824	0.219828	0.1746617	0.3418953	0.1435558	0.1700629	0.2053844	0.1057954	0.1647082	0.2170193	0.2345568	0.2228054	0.1045774	0.2228567	0.5316958	0.2550453	0.2449184	0.1203928	0.2790271	0.2901137	0.08586442	0.2198715	0.2055794	0.1613278	0.2696324	0.3092224	0.2536481
1052.94	0.23891	0.2508819	0.07025376	0.02865059	0.1266709	0.05817411	0.04821509	0.09174335	0.1324954	0.09318347	0.1529874	0.09399642	0.1018979	0.06208532	0.03672719	0.1530316	0.2895236	0.1788102	0.2106199	0.04752176	0.08261438	0.2152616	0.08991659	0.1900834	0.1733032	0.1699971	0.1988126	0.0379775	0.1729182	0.08481514	0.3568359	0.2121212	0.1134234	0.2496657	0.1571313	0.2787508	0.1631016	0.2368944	0.2174349	0.1726286	0.3387494	0.1420523	0.1684586	0.2035797	0.1048904	0.1634576	0.2155921	0.2336886	0.2207224	0.1039404	0.2200931	0.5256008	0.2522568	0.2395618	0.1191035	0.2751104	0.2873843	0.08479708	0.2151593	0.2034303	0.1582598	0.2650519	0.3056468	0.2503298
1054.87	0.2375066	0.2484083	0.07009844	0.02831938	0.1256832	0.05726608	0.04770341	0.09087808	0.1312079	0.0919413	0.1510181	0.09298664	0.1003631	0.06168625	0.03644364	0.1522999	0.2866771	0.177884	0.2070938	0.04751091	0.08158315	0.2118242	0.08896871	0.1875319	0.1712245	0.1682646	0.196741	0.03767149	0.1709634	0.08423908	0.355186	0.2106362	0.1128572	0.2480206	0.1550183	0.2763417	0.1604468	0.2342746	0.2153626	0.1706629	0.3349016	0.1406109	0.166776	0.2017149	0.1040155	0.1618464	0.213069	0.2317701	0.2185017	0.1028061	0.2168071	0.5190137	0.2492408	0.2344647	0.1179563	0.2714473	0.283983	0.08369471	0.210788	0.2013891	0.1552374	0.2595878	0.3013589	0.2466807
1056.8	0.2345911	0.2450682	0.06956467	0.0279364	0.1247407	0.05639154	0.04722063	0.09001141	0.1295884	0.09066495	0.1491049	0.09205797	0.09889602	0.06121548	0.03611542	0.1508082	0.2816606	0.1761213	0.2030529	0.04715423	0.0805639	0.2083903	0.08806124	0.185297	0.1682224	0.166265	0.1949938	0.03732843	0.169065	0.08372363	0.3511037	0.2086381	0.111849	0.2454762	0.1529507	0.273597	0.1578702	0.2316042	0.2134081	0.1690211	0.3303088	0.1391526	0.1651735	0.1997017	0.1031243	0.1599401	0.2097939	0.2288966	0.2163757	0.1013063	0.2130217	0.5115951	0.2460835	0.2297225	0.1168111	0.2679172	0.2801777	0.08262254	0.2066976	0.1993311	0.1523438	0.2539324	0.2961964	0.2426847
1058.73	0.2299998	0.2408706	0.06882326	0.02753539	0.1238577	0.05568397	0.04678622	0.0891443	0.1277106	0.0895746	0.1473751	0.09120337	0.09757587	0.06069858	0.03577545	0.1485254	0.2743362	0.1735221	0.198611	0.04636347	0.07960562	0.2054217	0.08725809	0.1835359	0.16426	0.1644445	0.1934941	0.03696369	0.1675949	0.08319663	0.3447846	0.2060232	0.110371	0.2420728	0.1509564	0.2703281	0.155262	0.2291209	0.2118822	0.1676007	0.325496	0.1376811	0.1639322	0.1974055	0.1022594	0.1577471	0.2057563	0.2249767	0.2141789	0.09944882	0.2090283	0.5036466	0.2426634	0.225156	0.1157992	0.2643191	0.2759134	0.08167847	0.2028903	0.197336	0.1495754	0.2477185	0.2899723	0.2384419
1060.66	0.2239774	0.2360814	0.06785058	0.0271724	0.1231254	0.05523364	0.04644295	0.0883478	0.1257594	0.08884612	0.1460049	0.09048028	0.0964943	0.06020287	0.03549116	0.1456374	0.265062	0.1703294	0.1940511	0.04513174	0.07877584	0.2029167	0.0866427	0.1819634	0.1594248	0.1633165	0.1922662	0.03663408	0.1664217	0.08269522	0.3362717	0.2028749	0.1084767	0.2381054	0.1491295	0.2662736	0.1526895	0.2269209	0.210601	0.1661985	0.3204308	0.1363094	0.1627233	0.1949693	0.1015467	0.1553897	0.2008041	0.219869	0.2119642	0.09731138	0.2050025	0.4956569	0.2389961	0.2208307	0.1149562	0.2611884	0.271241	0.08094634	0.1994958	0.1956177	0.147201	0.2407852	0.2827446	0.2337461
1062.58	0.2168957	0.2309187	0.06665929	0.02686707	0.1225788	0.05508315	0.04620486	0.08767626	0.1238442	0.08855903	0.1450176	0.08989938	0.09570743	0.0597552	0.03528949	0.1423788	0.2544569	0.1668251	0.1895775	0.04354254	0.07809812	0.2009724	0.08624623	0.1803259	0.1539482	0.1626746	0.1914707	0.03639166	0.1652529	0.0821342	0.3258167	0.1994735	0.1064742	0.2338461	0.1475105	0.2619993	0.1503903	0.224721	0.2092649	0.1649032	0.3150348	0.1350891	0.1615953	0.1924757	0.1010226	0.1525728	0.1953407	0.2140124	0.2099015	0.09468354	0.2011359	0.4877091	0.2349892	0.216981	0.1139524	0.2585822	0.2661664	0.08040315	0.1965401	0.1939731	0.1450182	0.2335754	0.2748102	0.2286626
1064.51	0.2092131	0.2255654	0.06557322	0.02658621	0.1221492	0.05522685	0.04603082	0.08713722	0.1219733	0.08869015	0.1442698	0.08938041	0.0952137	0.05932207	0.03512307	0.1389799	0.2433558	0.1632635	0.1852724	0.04175993	0.07754615	0.1994778	0.08602522	0.1788792	0.1484072	0.1620809	0.1908021	0.03624158	0.1645125	0.08156122	0.3143594	0.1960977	0.1043799	0.2295159	0.1460286	0.2581495	0.1483605	0.2224472	0.208148	0.1639421	0.3096032	0.1339632	0.160644	0.1899541	0.1005892	0.1496383	0.1899397	0.2081332	0.2081214	0.0918996	0.1977984	0.4802688	0.2311247	0.2135255	0.1130921	0.2560827	0.2605985	0.07994185	0.1939132	0.1923684	0.1428994	0.2266586	0.2669376	0.2240206
1066.44	0.2015407	0.2203569	0.06447746	0.02628418	0.1217745	0.05560593	0.04586709	0.0867475	0.1201875	0.0891699	0.1436225	0.08884085	0.09497399	0.05887031	0.03491895	0.1357116	0.2327226	0.1599131	0.1812335	0.03997898	0.07709195	0.1982043	0.08591073	0.1777284	0.143521	0.1615503	0.1901706	0.03615369	0.1644302	0.08102365	0.3028775	0.1929541	0.1024987	0.2254082	0.1445863	0.2546272	0.1463809	0.220496	0.2071726	0.1631684	0.3045866	0.1328901	0.1600908	0.1876125	0.1001499	0.147092	0.1848753	0.2029144	0.2066799	0.08946709	0.1945988	0.4736953	0.2276583	0.210582	0.1124541	0.2538008	0.255551	0.07947315	0.1915385	0.1910157	0.1410205	0.2203355	0.259805	0.2196515
1068.37	0.1944809	0.2156993	0.0633657	0.02595483	0.121455	0.05609759	0.04569984	0.0865265	0.1185951	0.08987792	0.1430185	0.08826968	0.09490383	0.05840851	0.03464609	0.1328229	0.2233403	0.156993	0.1775999	0.0383636	0.07671978	0.1975391	0.08583488	0.1771286	0.1394435	0.1608598	0.1898153	0.03609731	0.1647762	0.08066034	0.2925003	0.190337	0.1008678	0.2217826	0.143161	0.2516195	0.1446782	0.2188716	0.2063728	0.1624947	0.3004526	0.1319025	0.1597437	0.1857023	0.09969519	0.1448227	0.1804153	0.1984161	0.2054446	0.08727523	0.191501	0.4678116	0.2244527	0.2080712	0.112038	0.2518048	0.251155	0.07896586	0.1894273	0.1899217	0.1394229	0.2148162	0.253568	0.215827
1070.3	0.1882486	0.2117069	0.06239387	0.02563549	0.1211449	0.05651039	0.04553767	0.08639097	0.1172263	0.09053735	0.1423769	0.08767771	0.094818	0.05795046	0.03432112	0.1303536	0.2153895	0.1545012	0.1743747	0.03698708	0.07637443	0.1974014	0.08569525	0.1767879	0.1358917	0.1597491	0.1893567	0.036042	0.1649336	0.08019197	0.2833051	0.1880935	0.09934276	0.2185831	0.1417545	0.2488743	0.1432991	0.2172875	0.2059197	0.1617476	0.2970243	0.1309987	0.1590421	0.1840024	0.09921896	0.1427611	0.1765442	0.19438	0.20405	0.08527148	0.1889413	0.4620425	0.2213291	0.2057995	0.111607	0.2502203	0.2472542	0.07839616	0.1875016	0.1887356	0.1381265	0.2102562	0.2480894	0.2126172
1072.23	0.1826993	0.2081933	0.0614536	0.02537101	0.1207052	0.05663397	0.04536813	0.08616033	0.1159991	0.0907334	0.1415673	0.08705299	0.09447554	0.05748929	0.03397321	0.1281594	0.2085741	0.1522765	0.1714432	0.03583862	0.0759599	0.1968798	0.08536987	0.1761281	0.1329718	0.1584125	0.1886174	0.03594189	0.1646713	0.0795377	0.2749983	0.1858303	0.09796928	0.2155463	0.1403195	0.2462505	0.141903	0.2156052	0.205307	0.160905	0.2938502	0.1301017	0.1581287	0.1823446	0.09866504	0.1410287	0.1729827	0.1909896	0.2025718	0.08360837	0.1866199	0.4560573	0.218363	0.2035555	0.1110891	0.2486867	0.2437899	0.0777273	0.1855733	0.1875368	0.1367343	0.2063295	0.2433019	0.2095745
1074.16	0.1775889	0.204929	0.06053792	0.02516631	0.1200217	0.0563533	0.04515542	0.08571526	0.1148255	0.09018458	0.1405185	0.08638694	0.09374415	0.05701089	0.03361375	0.1260851	0.2024633	0.1501784	0.1687176	0.03484352	0.07540376	0.1959825	0.084811	0.1752547	0.130496	0.1569371	0.1878137	0.03574552	0.1638687	0.07883863	0.2674486	0.1836832	0.09662937	0.2125134	0.1387621	0.2437205	0.1403937	0.2138483	0.2042976	0.1599361	0.2905406	0.1291365	0.1571408	0.180621	0.09799153	0.139377	0.1697219	0.1879311	0.2008407	0.08215453	0.1842899	0.4498323	0.2155424	0.2012285	0.1104763	0.2469898	0.240668	0.07693468	0.1835022	0.1863893	0.1351177	0.2027167	0.2388235	0.2065472
1076.08	0.1727516	0.2017646	0.05974754	0.02497747	0.1190994	0.05572653	0.04487603	0.08508951	0.1136708	0.08898717	0.1392603	0.08570122	0.09269738	0.05650401	0.03323521	0.1240559	0.1967321	0.1481372	0.1661726	0.03390307	0.07470083	0.1948138	0.0840916	0.1738621	0.127919	0.1552984	0.1868331	0.03542583	0.1625392	0.0781652	0.2600826	0.1815832	0.09529868	0.2094862	0.1370027	0.2411849	0.1388782	0.2119169	0.2029572	0.1588364	0.2868616	0.1280777	0.155845	0.1786538	0.09721512	0.1373777	0.1666489	0.1848156	0.1983316	0.08062469	0.1818736	0.4434357	0.2126263	0.1986469	0.1097537	0.2451188	0.2374893	0.0760214	0.181256	0.1850206	0.1336111	0.1993431	0.2344787	0.2035231
1078.01	0.1680802	0.1985294	0.05883247	0.02475129	0.1180125	0.05496412	0.0445413	0.08438075	0.1124921	0.08756267	0.1378525	0.08502191	0.09154247	0.05594689	0.03282911	0.1220236	0.1911997	0.1460724	0.1637506	0.03294905	0.07389536	0.1930137	0.08334573	0.1720489	0.1248742	0.1533501	0.1856218	0.03500385	0.1608423	0.07732448	0.2526216	0.1792461	0.09393617	0.2064259	0.1349917	0.2384348	0.1373416	0.2097504	0.2013814	0.157415	0.2829277	0.1269044	0.1544359	0.1762342	0.09636182	0.1352671	0.1635326	0.1816628	0.1953116	0.07898664	0.1790902	0.4369689	0.209473	0.195925	0.1089182	0.2427516	0.2339796	0.07501337	0.1787982	0.1833957	0.1320049	0.1959862	0.2302148	0.2004577
1079.94	0.1636589	0.1951357	0.0578885	0.02447604	0.1168774	0.05435519	0.04419919	0.08368552	0.1112569	0.08645497	0.1364087	0.08438063	0.09052257	0.05532631	0.03241515	0.1200029	0.1859986	0.1439673	0.16144	0.03200665	0.07308186	0.190586	0.08271556	0.1704509	0.1217379	0.1511111	0.1843511	0.03455944	0.1594056	0.07629947	0.2453241	0.1769352	0.09253436	0.20331	0.1327446	0.2353837	0.135895	0.2075006	0.1995022	0.1559754	0.2789902	0.1256216	0.153064	0.1737908	0.09546211	0.1332172	0.1603225	0.1785063	0.1920354	0.07746881	0.176247	0.4304226	0.2062401	0.1932469	0.1081304	0.2402642	0.2302269	0.07398795	0.1761179	0.1817748	0.130339	0.1924794	0.2260818	0.197353
1081.87	0.1598321	0.1917529	0.05699254	0.02418056	0.1158769	0.0541545	0.04391145	0.0831519	0.1100183	0.08613922	0.135151	0.0838253	0.08984834	0.05466237	0.03204344	0.1181258	0.1815713	0.1419637	0.1593783	0.03117425	0.07239506	0.1879672	0.08232027	0.1689794	0.1191283	0.1490432	0.1831694	0.0342033	0.158573	0.07519557	0.2391135	0.17478	0.09118605	0.2002915	0.1303625	0.232501	0.1345413	0.2052669	0.1974655	0.1547187	0.275116	0.1243146	0.1514204	0.1715615	0.09458816	0.1312461	0.1574739	0.175616	0.1888056	0.07604918	0.1738549	0.4240592	0.2033711	0.1907329	0.1072505	0.238044	0.2265516	0.0730661	0.1733334	0.1802902	0.1285504	0.1890435	0.2223753	0.1944393
1083.8	0.1569904	0.1886947	0.05630222	0.02389382	0.115193	0.05443661	0.04371437	0.0829734	0.108879	0.08681415	0.1342931	0.08338371	0.08960126	0.05399195	0.03176174	0.1165477	0.1783333	0.1402447	0.157733	0.03053021	0.07192995	0.1858214	0.08219432	0.1677403	0.1172762	0.1477263	0.1823579	0.03400826	0.1583635	0.07394426	0.2346567	0.1727173	0.09013642	0.197583	0.1279923	0.2299981	0.1333261	0.2032554	0.195508	0.1534456	0.2713317	0.1230975	0.1498023	0.1696157	0.09382547	0.1293941	0.1553099	0.1734676	0.1856665	0.0749203	0.1719137	0.4174305	0.20094	0.1886927	0.1064369	0.235764	0.2233751	0.07233847	0.1706237	0.1788342	0.1268314	0.1860523	0.2194024	0.1919151
1085.73	0.1552191	0.1860796	0.05576431	0.02362124	0.1148401	0.05500932	0.04358764	0.08322649	0.1078566	0.08820519	0.1338249	0.08300894	0.08963576	0.05332452	0.03157964	0.1152734	0.1762814	0.1388145	0.1564802	0.03006672	0.07164238	0.1844371	0.08222394	0.1667037	0.1160513	0.1467077	0.1821188	0.03394923	0.1586313	0.07262302	0.2320361	0.1708161	0.08933286	0.1951738	0.125717	0.2273766	0.1321259	0.2015096	0.1936042	0.1522696	0.2679681	0.1219965	0.1485981	0.1677812	0.09318922	0.1275118	0.1536671	0.1717667	0.1827888	0.0741917	0.1703889	0.4107978	0.1989648	0.1866583	0.1059296	0.2336076	0.2206892	0.07179561	0.1680182	0.1774718	0.1252588	0.1834619	0.2169843	0.1895024
1087.66	0.1543075	0.183807	0.05533428	0.02336344	0.1146572	0.05553839	0.04347828	0.08378332	0.1068863	0.08968995	0.1335338	0.08262347	0.08967401	0.05264609	0.03147158	0.1141906	0.1751003	0.1375414	0.1554665	0.02973093	0.07139178	0.1832808	0.08222602	0.1656483	0.1151129	0.1459162	0.181894	0.03393343	0.1589925	0.07150293	0.230973	0.1690467	0.08854425	0.1929001	0.123533	0.2247218	0.1310499	0.1998627	0.1917289	0.151126	0.2647015	0.1209713	0.1476977	0.1660396	0.09264885	0.1257255	0.152312	0.1703833	0.180497	0.07362294	0.1691164	0.4044003	0.1974495	0.1843878	0.1055185	0.231745	0.2178912	0.07136428	0.165427	0.1764141	0.1237912	0.1812739	0.214696	0.1871236
1089.58	0.1540404	0.1818253	0.05510585	0.02312954	0.114498	0.05581057	0.04335707	0.08444554	0.1059457	0.09076946	0.1332392	0.08221107	0.08955222	0.05195547	0.03140132	0.1132498	0.1745637	0.1363744	0.1546426	0.02949998	0.07109094	0.1821947	0.08211955	0.1645961	0.1144466	0.1454726	0.1813777	0.03389137	0.159014	0.07034148	0.2311652	0.1672991	0.08777583	0.1907342	0.1214437	0.222253	0.13001	0.19827	0.1900322	0.1499307	0.2614726	0.120035	0.1468642	0.1645792	0.09222922	0.1241887	0.1513589	0.1693063	0.1785052	0.07313817	0.1679179	0.3979044	0.1962028	0.1820882	0.1049861	0.2300916	0.2150846	0.07097887	0.1628667	0.1756129	0.1222807	0.1792742	0.2127117	0.1847197
1091.51	0.1543129	0.1801909	0.05501509	0.02292038	0.1143455	0.0558535	0.04323892	0.08510889	0.1050622	0.09139618	0.1328887	0.08180787	0.08931784	0.05125765	0.03133036	0.1124846	0.1746468	0.1353531	0.1540565	0.02938695	0.07076296	0.1811278	0.08197164	0.1634723	0.1142187	0.1449707	0.1809732	0.03382337	0.1586824	0.06925795	0.2316925	0.1654589	0.08700447	0.1887549	0.1194921	0.2197545	0.1288719	0.196744	0.1884901	0.1488026	0.2584243	0.119245	0.1460963	0.1634389	0.09200416	0.1228014	0.1508457	0.1684443	0.1765464	0.0728514	0.1669274	0.3910907	0.195212	0.1800022	0.1044045	0.2282429	0.2126402	0.07058726	0.1604712	0.1747033	0.1209764	0.1775307	0.2108683	0.1824019
1093.44	0.1550045	0.1788999	0.05481103	0.02272394	0.1142192	0.05578548	0.04315252	0.08573642	0.1042147	0.09175953	0.1324392	0.08142667	0.08907093	0.05054745	0.03121659	0.111886	0.1753164	0.1344526	0.1536678	0.02940279	0.07045458	0.1800299	0.08188102	0.1622416	0.1141214	0.1441201	0.1810898	0.03376061	0.1583912	0.06841103	0.2320475	0.1636603	0.08630008	0.1869218	0.1177139	0.2172451	0.1278528	0.1952087	0.1871452	0.1479137	0.2556654	0.118602	0.1453432	0.1621974	0.09199723	0.1214793	0.150427	0.1676797	0.1745317	0.0727201	0.1658689	0.3842298	0.1942955	0.1780837	0.104069	0.2264985	0.2103451	0.07013569	0.1583172	0.1735902	0.1198947	0.176144	0.2090931	0.1801923
1095.37	0.1559215	0.1778391	0.05451375	0.02253253	0.1140846	0.0556663	0.04311245	0.08627371	0.1033241	0.09197019	0.1318084	0.08105389	0.08883517	0.04982349	0.03102393	0.1113653	0.1764184	0.1335613	0.1533306	0.02954171	0.07016513	0.178981	0.0819039	0.1610351	0.1142066	0.1430967	0.181434	0.03372059	0.1582967	0.06767567	0.2321316	0.1621133	0.08552771	0.185084	0.1160781	0.2148791	0.1269936	0.1939875	0.1859892	0.1474548	0.253096	0.1180434	0.1445151	0.1609054	0.09215397	0.1202124	0.1499843	0.16705	0.1725567	0.07269004	0.1645372	0.3771126	0.1933143	0.176304	0.1038508	0.2248915	0.2079768	0.06959192	0.1563584	0.1725543	0.1187263	0.1749979	0.2073905	0.1778411
1097.3	0.1568709	0.176929	0.05418312	0.02234999	0.1139162	0.05557565	0.04312605	0.08668802	0.1023499	0.09215079	0.1309968	0.08071327	0.08865596	0.04910903	0.03073305	0.1108384	0.1777519	0.1326048	0.1529439	0.02978495	0.06989539	0.1776902	0.08210602	0.1600155	0.1145589	0.1419552	0.1817916	0.03371888	0.1582341	0.06687275	0.2321064	0.1604484	0.0847488	0.1831893	0.1145252	0.2124391	0.126025	0.1930859	0.1850721	0.1471676	0.2504791	0.117533	0.1437482	0.1598837	0.09240137	0.1190377	0.1495607	0.1667324	0.1706085	0.07272477	0.1628893	0.3695299	0.1923127	0.1745836	0.1034753	0.2232589	0.2058113	0.06896691	0.154564	0.1716996	0.1176466	0.1741442	0.2057308	0.1755823
1099.23	0.1576278	0.1761001	0.05382729	0.02216883	0.1137491	0.05572343	0.04319571	0.0870396	0.1012813	0.09265626	0.1301095	0.0804422	0.08868802	0.04841255	0.03032871	0.1102144	0.1790426	0.1315267	0.152426	0.03008143	0.06969452	0.1763445	0.08256331	0.1592306	0.1149899	0.1405674	0.182415	0.03378406	0.1584076	0.06615767	0.2318184	0.1586547	0.08401214	0.1812201	0.1129997	0.2100274	0.1250665	0.1919992	0.1842039	0.1469849	0.247776	0.1170511	0.143004	0.1590388	0.09264921	0.1180411	0.1491153	0.1663164	0.1686697	0.07279257	0.1611321	0.3616062	0.1913615	0.1727051	0.1032629	0.2217519	0.2038901	0.06826095	0.1529368	0.1708081	0.116695	0.1735364	0.2041246	0.1732757
1101.16	0.1578125	0.1751339	0.05338931	0.02196113	0.1135898	0.05630066	0.04329374	0.08739835	0.100055	0.09384526	0.1291958	0.08019692	0.08903608	0.04769163	0.02978935	0.1093264	0.1798118	0.1301815	0.1515649	0.03033011	0.06959747	0.1755218	0.08322057	0.1585846	0.115323	0.1388864	0.1830987	0.03392138	0.159339	0.06544703	0.230881	0.1568113	0.0831901	0.178987	0.1114442	0.2074763	0.1241722	0.1907519	0.1832287	0.1467596	0.2449512	0.1165121	0.1421551	0.1579701	0.09273797	0.1170761	0.1484623	0.1653992	0.1664985	0.07277077	0.1591961	0.3533971	0.1903279	0.1709739	0.1030378	0.2201523	0.2019235	0.0674211	0.1513997	0.1697441	0.1157174	0.1731434	0.2021658	0.1705655
1103.08	0.1570095	0.1737056	0.05304112	0.02169934	0.1133306	0.05719587	0.04334414	0.0877089	0.09857296	0.09557849	0.1281434	0.07984089	0.0895316	0.04688636	0.02910062	0.1080077	0.1795314	0.1283957	0.1500818	0.03042912	0.06953222	0.1752411	0.08380361	0.1579178	0.1151983	0.137099	0.1834436	0.03406783	0.1607855	0.06468152	0.2290267	0.15483	0.08219428	0.1762165	0.1097788	0.2045601	0.12316	0.1895024	0.1820468	0.1461881	0.2416772	0.1157776	0.1411987	0.156818	0.09248956	0.1161021	0.1473463	0.1639225	0.1638683	0.07248934	0.1569925	0.3448021	0.1890044	0.1695408	0.1026227	0.2182314	0.1996451	0.06638246	0.1497737	0.1685835	0.1146322	0.1727821	0.1996287	0.1675895
1105.01	0.1550512	0.1716303	0.05251164	0.02137297	0.1127971	0.05795268	0.04324472	0.0877818	0.09681979	0.09711231	0.1267722	0.07924096	0.08976255	0.04598107	0.02827786	0.1062517	0.1779757	0.126154	0.1478641	0.03034214	0.06932238	0.1746729	0.08393832	0.1569741	0.11424	0.1349747	0.1829652	0.03410577	0.1615575	0.06387264	0.2256106	0.1523814	0.08105616	0.1728563	0.1079458	0.2012424	0.1217288	0.1877547	0.1804128	0.1451492	0.2377377	0.1147654	0.1400901	0.1553561	0.09183004	0.1149632	0.1455523	0.1617918	0.1609251	0.07181649	0.1542685	0.3360331	0.1869499	0.1677193	0.1018643	0.2159889	0.1969221	0.0651366	0.1479161	0.1670495	0.1135457	0.1718058	0.1963205	0.1644449
