wavelength	t0-14	t0-18	t0-20	t0-22	t0-25	t0-27	t0-32	t0-35	t0-4	t0-45	t0-46	t0-47	t0-48	t0-5	t0-7	t0-8	t3-14	t3-18	t3-20	t3-22	t3-25	t3-27	t3-32	t3-35	t3-4	t3-45	t3-46	t3-47	t3-48	t3-5	t3-7	t3-8	t5-14	t5-18	t5-20	t5-22	t5-25	t5-27	t5-32	t5-35	t5-4	t5-45	t5-46	t5-47	t5-48	t5-5	t5-7	t5-8	t6-14	t6-18	t6-20	t6-22	t6-25	t6-27	t6-32	t6-35	t6-4	t6-45	t6-46	t6-47	t6-48	t6-5	t6-7	t6-8
900.594	0.06721246	0.08949181	0.03110077	0.01336115	0.06896608	0.03211777	0.02830419	0.05441047	0.05051988	0.05642893	0.0903877	0.0532071	0.05413374	0.02751649	0.02135173	0.0493769	0.0923826	0.05989803	0.08607983	0.01645592	0.05102341	0.1043148	0.05639182	0.1055852	0.06435752	0.08824687	0.1033783	0.02214627	0.09307282	0.03958884	0.1040619	0.08225291	0.0455531	0.08816546	0.09977215	0.1141065	0.1203799	0.1306988	0.1103403	0.09021455	0.129467	0.08038466	0.09635989	0.1086723	0.06226145	0.07690219	0.08907335	0.09012111	0.1060942	0.04377881	0.1269241	0.1787318	0.1338056	0.1361587	0.07019977	0.1594181	0.1171871	0.05429824	0.1287844	0.113188	0.1170767	0.1110516	0.1571895	0.1224601
902.522	0.06608036	0.08817153	0.03084618	0.01308452	0.06927262	0.03262942	0.02844013	0.05462741	0.05019335	0.05730128	0.09073734	0.05345492	0.05486649	0.02730361	0.02117594	0.04909314	0.09100515	0.05956718	0.08567979	0.01628887	0.05137281	0.1049904	0.05684901	0.1062315	0.06359251	0.08843981	0.1037329	0.02227629	0.09384209	0.03955312	0.1016577	0.08173218	0.04510575	0.08773316	0.1005103	0.1137172	0.1215974	0.131027	0.1104579	0.09115852	0.1286719	0.08052515	0.09730146	0.1090815	0.0627183	0.07668773	0.08800695	0.08972366	0.1053286	0.04323432	0.1265303	0.1787927	0.1347776	0.1382099	0.07084287	0.1612938	0.1160595	0.05430413	0.1306849	0.1136238	0.1193308	0.1099821	0.1576454	0.1238591
904.451	0.06467596	0.08669639	0.03043994	0.01278212	0.06964146	0.03309262	0.02861159	0.05492169	0.04980619	0.05809073	0.09129515	0.05379438	0.0556139	0.02708113	0.02103105	0.04868317	0.08935663	0.05913911	0.08522984	0.0160734	0.05174543	0.1062121	0.05733845	0.1069101	0.06271977	0.08911699	0.1041621	0.02241739	0.09489913	0.03968259	0.09888544	0.08099471	0.04470636	0.08720612	0.1012668	0.1134246	0.1230261	0.1319114	0.1106611	0.09212476	0.1278812	0.08071908	0.09811496	0.1094166	0.06322627	0.076644	0.08682011	0.08938688	0.1046149	0.04265662	0.1260146	0.1793253	0.1357526	0.1404245	0.07135358	0.1627893	0.1144709	0.05434277	0.1326478	0.1144106	0.1213609	0.1087482	0.1580621	0.1252222
906.379	0.06321169	0.0853269	0.03013238	0.01250196	0.07005668	0.03332844	0.02878624	0.05527828	0.04946408	0.05855117	0.09200986	0.05420101	0.05624775	0.02691781	0.0209414	0.04824322	0.08768225	0.05872297	0.08491705	0.01584897	0.0521258	0.1074054	0.05778078	0.107779	0.06172927	0.08995422	0.1048919	0.02253439	0.09600881	0.03993407	0.09643307	0.0805513	0.04452277	0.08675832	0.1020217	0.1132977	0.1244803	0.1331861	0.1110415	0.0929905	0.1273112	0.08100605	0.09923203	0.1099209	0.06377869	0.07663262	0.08576048	0.08919255	0.1041746	0.04213196	0.1258863	0.1799978	0.1368963	0.1429882	0.07209644	0.1643243	0.113093	0.05445347	0.1346016	0.1152744	0.1235486	0.1078019	0.1588141	0.1266784
908.308	0.0618507	0.08422053	0.03009131	0.01227908	0.07050014	0.03333768	0.02894419	0.05566121	0.04921318	0.05867615	0.09276358	0.05462223	0.05674335	0.02685925	0.02090305	0.04783662	0.08616757	0.0583916	0.08479815	0.01563716	0.05247803	0.1082345	0.05814964	0.1087629	0.06100644	0.09090629	0.1057419	0.02260545	0.09653698	0.04013241	0.09465119	0.0803617	0.04436145	0.08646138	0.1027525	0.1131901	0.125733	0.1343889	0.1115921	0.09404907	0.1270371	0.0813638	0.1005021	0.1106602	0.06432264	0.07668369	0.08500312	0.08898866	0.103773	0.04167083	0.1261654	0.1807033	0.1381123	0.1454822	0.07309269	0.1661306	0.1124951	0.05464579	0.1364424	0.1161301	0.125831	0.107315	0.1595992	0.1284612
910.236	0.06067906	0.08342933	0.03020215	0.01212221	0.07097077	0.03326899	0.02909547	0.05604571	0.0490704	0.05869564	0.09346581	0.05502119	0.05717038	0.02691187	0.02089811	0.04749196	0.08489837	0.05817951	0.08483525	0.01543761	0.0527649	0.1091946	0.0584652	0.1098256	0.06047311	0.09171393	0.1063896	0.02263725	0.09680931	0.04033383	0.09357645	0.08039758	0.04427713	0.08630238	0.1033982	0.1134495	0.1265857	0.1357193	0.1120796	0.09489895	0.1272965	0.08172792	0.1014775	0.1113677	0.06478	0.07677306	0.08494087	0.08878398	0.1037995	0.04155656	0.1266268	0.1819843	0.139296	0.1475131	0.07378715	0.1677099	0.1124574	0.05488582	0.1380292	0.1170666	0.1275955	0.1072794	0.1603533	0.1301552
912.165	0.0597206	0.08295472	0.03026421	0.01202181	0.07148224	0.03326262	0.02926589	0.05643873	0.04906698	0.05885719	0.09411271	0.05539755	0.05759196	0.02705691	0.02091439	0.04722913	0.08388083	0.05809526	0.08499365	0.01525194	0.05298705	0.1102943	0.05876583	0.1106733	0.05997296	0.09229286	0.1071946	0.02265753	0.09738064	0.04041797	0.09307978	0.08065471	0.04418629	0.08627981	0.1038975	0.1138339	0.127229	0.1366019	0.1126475	0.09547177	0.1275911	0.08206968	0.1021483	0.1119251	0.06512805	0.07704484	0.08509462	0.08886656	0.1042649	0.04162766	0.1271804	0.1833749	0.1400896	0.1488707	0.07417062	0.1690125	0.1124556	0.05513328	0.1392638	0.117901	0.1282952	0.1075772	0.1611364	0.1312962
914.093	0.0589883	0.08278856	0.03043118	0.01196919	0.07202917	0.0333707	0.02946637	0.05686124	0.04923739	0.05926038	0.09474017	0.05575828	0.05800754	0.02727533	0.02094853	0.04707764	0.08312256	0.05814458	0.08527435	0.01510631	0.05318523	0.1113033	0.05908252	0.1115821	0.06009821	0.09284504	0.1080246	0.02269995	0.09819756	0.04073336	0.09275631	0.08120859	0.04445375	0.08644029	0.1042712	0.1144447	0.1276991	0.1371746	0.1135641	0.09604377	0.127997	0.08240825	0.1027689	0.1125579	0.065409	0.07727566	0.08523957	0.08917603	0.1047627	0.04165713	0.1278144	0.1851357	0.1406027	0.1497345	0.07464303	0.1704158	0.1128159	0.05536734	0.1401317	0.1185813	0.1284828	0.1077661	0.161744	0.132197
916.022	0.05852667	0.08291707	0.03055449	0.0119617	0.07256102	0.03359728	0.02967737	0.05729425	0.04958076	0.05986982	0.09535114	0.05609906	0.05838556	0.02756064	0.02100455	0.04707158	0.0826837	0.05834959	0.08568799	0.01503732	0.05339692	0.1121449	0.05942155	0.1124298	0.06049409	0.09311838	0.1087016	0.02278333	0.09886374	0.04115196	0.09268945	0.0821294	0.04501738	0.08683527	0.104599	0.1154386	0.1278533	0.1379174	0.1143343	0.09653398	0.128888	0.08274999	0.1035045	0.1130667	0.06565965	0.07742511	0.08552878	0.08970639	0.1052133	0.0418817	0.1284116	0.1875308	0.1410241	0.1501138	0.0753118	0.1716051	0.1134313	0.05558457	0.1406644	0.1191128	0.1288352	0.1079288	0.1623659	0.1330729
917.95	0.05839304	0.0833172	0.03050657	0.01199787	0.07301819	0.03395987	0.02986814	0.05767297	0.05006542	0.06063949	0.09593197	0.05643466	0.05873681	0.02791463	0.02109406	0.04723505	0.08263675	0.0587439	0.08625443	0.01505533	0.05363464	0.1127961	0.0597842	0.1129694	0.06065974	0.09317989	0.1095002	0.02290146	0.09953769	0.0412664	0.09294531	0.08307114	0.04543081	0.08748313	0.1049231	0.1165354	0.1281503	0.1387015	0.1148901	0.09701826	0.1299004	0.08307353	0.1040145	0.113542	0.06588312	0.07765459	0.08602945	0.09017493	0.1055697	0.04214098	0.1291263	0.1901772	0.1415297	0.150355	0.07584351	0.1726058	0.1141552	0.05580105	0.1409406	0.1198894	0.1291088	0.1081394	0.1632358	0.134011
919.879	0.05859968	0.08396247	0.03060278	0.01207366	0.07340395	0.03449765	0.03002721	0.05796376	0.05066716	0.06161324	0.09651466	0.05681381	0.05914855	0.02833638	0.0212257	0.0475689	0.08299784	0.05934286	0.08700822	0.01513365	0.0539131	0.1129855	0.06020173	0.1134901	0.06112413	0.09339757	0.1101251	0.02303649	0.1001617	0.04114798	0.09323129	0.08371536	0.04588825	0.0883726	0.1052454	0.1173093	0.1286074	0.1396265	0.1153434	0.09753136	0.1309779	0.08338293	0.1044504	0.1139969	0.06608667	0.07784157	0.08641776	0.09094562	0.1060973	0.04224428	0.1298417	0.1931681	0.142057	0.1506795	0.07621519	0.1734882	0.1151771	0.05605016	0.1411128	0.1207071	0.1292671	0.108445	0.1643177	0.1353372
921.807	0.05909349	0.08482604	0.03084525	0.01218688	0.07378515	0.0352082	0.03016991	0.05821397	0.05137399	0.06284382	0.09715877	0.05726776	0.05971072	0.02881234	0.02139024	0.04804499	0.08371795	0.0601186	0.08796388	0.01523865	0.05425318	0.1129053	0.06071345	0.1143375	0.061897	0.09359951	0.1108417	0.02317809	0.1010139	0.04116146	0.09379141	0.08464999	0.04638125	0.08946637	0.1056087	0.1182071	0.1289855	0.1403633	0.1159782	0.09781741	0.1324781	0.0837225	0.1049705	0.1144656	0.06629544	0.07789405	0.08698428	0.09207676	0.1070005	0.04255287	0.1306702	0.1968706	0.1423263	0.1510396	0.07663863	0.1740728	0.116546	0.05635465	0.1413419	0.121297	0.1296132	0.1089855	0.1659552	0.1367665
923.736	0.05980179	0.08587748	0.03094514	0.01233906	0.07420689	0.03594297	0.03031683	0.0584805	0.05216029	0.06414528	0.09786809	0.05776731	0.06036875	0.02931854	0.02157291	0.04861737	0.08472546	0.06101657	0.08909018	0.01535945	0.05463131	0.1132242	0.06128516	0.1151048	0.06280135	0.09375203	0.1118317	0.02331584	0.1022865	0.04122255	0.09462328	0.08604157	0.0469644	0.09070465	0.1060979	0.1196179	0.1294111	0.1409525	0.1166384	0.0980486	0.1341277	0.08412917	0.1051108	0.1149264	0.06652925	0.07794432	0.08803022	0.09328586	0.1077878	0.04298865	0.1319416	0.2010483	0.1428598	0.1513894	0.07706334	0.1748429	0.1180092	0.05671271	0.1416889	0.1218149	0.130039	0.1096541	0.1680197	0.1384005
925.664	0.06067961	0.08708894	0.03111163	0.01252802	0.07464699	0.03640654	0.03047881	0.05875537	0.0529925	0.06503733	0.09859335	0.05827231	0.06090022	0.02983747	0.02178729	0.04925093	0.08595767	0.06199285	0.09035193	0.01550677	0.05496681	0.1138902	0.06180055	0.1159628	0.06382752	0.09406482	0.1128393	0.02342659	0.1031276	0.04153283	0.09549034	0.08753711	0.04747628	0.09203718	0.1067542	0.1212528	0.1299848	0.1418122	0.1173484	0.0985674	0.1359251	0.08461233	0.1053186	0.1154457	0.06681297	0.07817943	0.08909569	0.09452814	0.1086421	0.04322508	0.1333223	0.2052935	0.1439497	0.1519676	0.07734539	0.1759679	0.1193965	0.05713103	0.1421381	0.1223851	0.1305914	0.1104624	0.1701307	0.1402927
927.592	0.06170341	0.0884394	0.03150108	0.01274115	0.07508876	0.03638329	0.03066126	0.05902816	0.05385992	0.06515963	0.0993402	0.05879967	0.06113867	0.03036866	0.0220747	0.04993642	0.08736683	0.06302646	0.09174559	0.01569399	0.05520962	0.1143067	0.06218771	0.1169156	0.06478012	0.09477039	0.1137822	0.02350035	0.1033714	0.04198285	0.0964884	0.08916767	0.0480116	0.09345198	0.1075564	0.123046	0.1307814	0.1429174	0.1183262	0.09924879	0.1379439	0.08518856	0.1059541	0.1161611	0.06719799	0.07866169	0.08992867	0.09575021	0.1095928	0.04348844	0.1347768	0.2098026	0.1451838	0.1527465	0.07749636	0.1770602	0.1208533	0.05764932	0.1427203	0.1231443	0.1315229	0.1115881	0.1723587	0.1423864
929.521	0.06284533	0.08990131	0.03206197	0.01296299	0.07560878	0.03600718	0.03087894	0.05939235	0.05477371	0.06475285	0.1002283	0.05940632	0.06122232	0.0309183	0.02246203	0.05067469	0.08893202	0.06410098	0.09326481	0.01592473	0.0554314	0.1147757	0.06253402	0.1177482	0.06590339	0.09572677	0.1151653	0.02358138	0.1036033	0.04227185	0.0978519	0.09082109	0.04877185	0.09495667	0.1084943	0.1250254	0.1318849	0.1444773	0.1194056	0.1000206	0.1400505	0.08589498	0.1067538	0.1171574	0.06772931	0.07943859	0.09099284	0.09717806	0.110482	0.04410022	0.136612	0.2148248	0.1465775	0.15367	0.07796291	0.1783991	0.1226543	0.05830909	0.1435314	0.1241789	0.1329268	0.1130605	0.1749528	0.144757
931.45	0.06407163	0.09141759	0.03250083	0.0131871	0.07633291	0.0356926	0.03115496	0.05998727	0.05572914	0.06449955	0.1013968	0.06011587	0.06149903	0.0314818	0.02293893	0.05144962	0.09065282	0.06519012	0.09485918	0.01618731	0.0557689	0.1160543	0.06301356	0.1187042	0.06709111	0.09684831	0.116886	0.02374128	0.1043276	0.04262879	0.09940255	0.09233633	0.04964528	0.09653857	0.1095837	0.1269936	0.1329922	0.1462859	0.1206686	0.1009085	0.1421711	0.08674794	0.1079094	0.1182255	0.06839357	0.08035897	0.09254581	0.09869158	0.1116823	0.0447955	0.1386915	0.2200009	0.1480937	0.1551546	0.07884369	0.1803277	0.1246066	0.05911948	0.1446193	0.1253954	0.1343297	0.1144809	0.1778567	0.147103
933.378	0.06538215	0.09293724	0.03292538	0.01341952	0.07730968	0.03574846	0.03150628	0.06082309	0.05670882	0.06484943	0.1028859	0.06090916	0.06215909	0.03205146	0.0234884	0.05224133	0.09254325	0.06628402	0.09648849	0.01645834	0.05628466	0.1179994	0.06371439	0.1201046	0.06857169	0.09821679	0.1187292	0.023997	0.1057247	0.04318456	0.1010949	0.09391779	0.05055071	0.09818605	0.1108122	0.1289243	0.134177	0.148192	0.1221492	0.1020578	0.1445573	0.08772809	0.1091979	0.1196861	0.06914405	0.08140674	0.09437322	0.1002337	0.1132028	0.04538628	0.140973	0.2250879	0.1497862	0.1570834	0.07993501	0.1824498	0.1267759	0.06008515	0.1459347	0.1268669	0.135536	0.1159843	0.1806522	0.1492455
935.306	0.06683892	0.09449396	0.03353668	0.01367254	0.07847025	0.03615125	0.03193225	0.06174799	0.05772356	0.0656986	0.1046375	0.06177462	0.06306922	0.03263825	0.0241213	0.05306404	0.09464202	0.06741787	0.09818888	0.0167244	0.05692645	0.1199436	0.06458656	0.1219703	0.07024714	0.09971192	0.1209138	0.0242886	0.1075149	0.0437568	0.1032857	0.09576298	0.05161464	0.09993512	0.1121471	0.1311319	0.1356798	0.1504423	0.123961	0.1035821	0.1470896	0.08881901	0.1106116	0.1212742	0.06996657	0.08254077	0.09635545	0.1019485	0.1149616	0.04591538	0.1436816	0.2303217	0.151867	0.1590208	0.08105451	0.1846344	0.1291583	0.06123991	0.1474166	0.1283915	0.1369151	0.1178641	0.1835867	0.1516453
937.235	0.0685364	0.09621924	0.03416571	0.01395809	0.07972249	0.03675261	0.03241865	0.06262731	0.05881399	0.06679044	0.1065821	0.06272615	0.06402049	0.03326579	0.02485873	0.0539647	0.09701854	0.06864945	0.1000302	0.01700132	0.05762885	0.1217614	0.06555619	0.1239288	0.0720002	0.1015334	0.1231348	0.02456089	0.1091843	0.04440063	0.1061138	0.09770821	0.05265202	0.1018451	0.1136039	0.1336503	0.13739	0.152839	0.1261578	0.1053173	0.1497174	0.09002493	0.1119978	0.1227149	0.07087295	0.08353651	0.09857015	0.1038856	0.1172791	0.04657622	0.1469917	0.2357386	0.154296	0.1607547	0.08223204	0.1869712	0.1316696	0.06260333	0.1490555	0.1301204	0.1383196	0.1196407	0.1869035	0.1541647
939.163	0.07053813	0.09825183	0.0348485	0.01428358	0.0810482	0.03756529	0.03295247	0.06349745	0.06000525	0.06816038	0.1086885	0.06377313	0.06501567	0.03394197	0.02569428	0.05497796	0.09973662	0.0700141	0.1020352	0.01732026	0.05840071	0.1235439	0.06662513	0.1256183	0.07398933	0.1036913	0.1252868	0.0248387	0.1107166	0.04493758	0.1094833	0.09952889	0.05357073	0.1039336	0.115234	0.1361854	0.1388517	0.1552057	0.1282006	0.1068865	0.1528122	0.09134509	0.1132108	0.1244	0.07184681	0.08464322	0.1010183	0.105862	0.1201879	0.04736255	0.1505664	0.2413834	0.1568063	0.1626698	0.08331227	0.1892788	0.1344193	0.06411913	0.1508544	0.1319562	0.139588	0.1215139	0.1902764	0.1565836
941.092	0.07284535	0.1006509	0.03562101	0.01464805	0.08249048	0.03868284	0.03353192	0.0645031	0.0612976	0.06995832	0.1109411	0.06491067	0.06619645	0.03465001	0.02659614	0.05610419	0.1028061	0.07151628	0.1042061	0.01769303	0.05928297	0.1258691	0.06782939	0.1274621	0.07624744	0.1059867	0.1279116	0.02518824	0.1126882	0.04558909	0.1135112	0.1017103	0.05461461	0.1061765	0.1170341	0.1388202	0.1402367	0.1578297	0.13038	0.1085354	0.156446	0.0927619	0.1146897	0.1262573	0.07285681	0.08611733	0.1037429	0.1078302	0.1234508	0.04836778	0.1543259	0.2473167	0.1596329	0.1653456	0.08430424	0.1917643	0.137613	0.0656877	0.1527995	0.1339996	0.1409961	0.1243582	0.1937907	0.1593319
943.02	0.07542347	0.1034031	0.03639511	0.01504414	0.0840776	0.03999943	0.03416211	0.06572997	0.06270339	0.07200991	0.113308	0.06613151	0.06757606	0.03537169	0.02753569	0.05733688	0.1061923	0.07315339	0.1065975	0.01810717	0.06026239	0.1288507	0.06914014	0.1296379	0.07881616	0.1079342	0.131041	0.02562688	0.1154361	0.0462617	0.1181015	0.104167	0.05592147	0.1085598	0.1189335	0.1418838	0.1418937	0.1605826	0.1328836	0.1103627	0.1603303	0.09426586	0.1163943	0.1281229	0.07391264	0.08746436	0.1067945	0.1100385	0.1269279	0.04966423	0.1585155	0.2538811	0.1627232	0.1684507	0.08545184	0.1944793	0.1411767	0.06725834	0.1548937	0.1363029	0.1426595	0.1275631	0.1976994	0.1622733
944.949	0.07823277	0.1064726	0.03736101	0.01546756	0.08578712	0.04121681	0.03484149	0.06714323	0.06424588	0.07386503	0.1157287	0.06741191	0.06899936	0.03610149	0.02848663	0.05868483	0.1098592	0.07492018	0.1092833	0.01855505	0.06127262	0.1320441	0.07045257	0.1319584	0.08184536	0.1096092	0.1341278	0.02610916	0.1184051	0.0470509	0.1233201	0.1068539	0.05719364	0.1110826	0.1208724	0.1452954	0.1438167	0.1633349	0.1355084	0.1123588	0.16433	0.09585509	0.1181558	0.1301954	0.07504696	0.08895747	0.1100067	0.1126576	0.1307379	0.05104213	0.1630741	0.2606252	0.1660087	0.1716079	0.08690666	0.1974411	0.1446977	0.06883755	0.1571632	0.1389088	0.1444137	0.1307943	0.2019014	0.1652154
946.877	0.08122724	0.1098143	0.03833206	0.01592355	0.0875811	0.04216715	0.03555937	0.06866299	0.06591065	0.07529755	0.118127	0.06870056	0.07036547	0.03684119	0.02939899	0.06015697	0.1137763	0.07679985	0.112267	0.01904931	0.06227102	0.1349834	0.07167526	0.1343251	0.08500057	0.1113446	0.1370873	0.0265936	0.1207636	0.04775712	0.1288854	0.1093843	0.05836187	0.1137269	0.1228255	0.1486544	0.1458612	0.1662791	0.1382506	0.1144919	0.1685504	0.09750785	0.1198295	0.1324383	0.07624788	0.09076427	0.1132505	0.1155953	0.1347703	0.05234651	0.167565	0.2674634	0.1693884	0.1745437	0.08859992	0.200484	0.1484551	0.07040645	0.1596186	0.1415243	0.1462019	0.1343701	0.2064315	0.1683852
948.806	0.08435119	0.1133666	0.03927711	0.01641604	0.08944872	0.04299534	0.03630552	0.07024607	0.06764144	0.07654843	0.1204439	0.06996635	0.07176127	0.03759261	0.03020005	0.06174708	0.117901	0.07878124	0.1155034	0.01960119	0.06328091	0.1377518	0.07281043	0.1367974	0.08798121	0.1133868	0.1402506	0.02708508	0.1228772	0.04848478	0.1348148	0.1118521	0.05972118	0.1164811	0.1247485	0.1521325	0.1482148	0.1694295	0.1409898	0.1166261	0.1729587	0.09918734	0.1216942	0.1350329	0.07746787	0.09272745	0.1165904	0.1185625	0.1388358	0.05364995	0.1716358	0.2744465	0.1730116	0.1777359	0.09021597	0.2039832	0.152618	0.07188398	0.1622601	0.1441856	0.148143	0.138437	0.2111736	0.1716986
950.734	0.08756875	0.1170718	0.0402513	0.0169365	0.0913887	0.04396273	0.0370693	0.07188715	0.0694011	0.07800693	0.1226556	0.07124133	0.07332428	0.03835779	0.03083056	0.06344793	0.122199	0.08088152	0.1189938	0.02020112	0.06434929	0.1408703	0.07392731	0.1395607	0.09110793	0.1155554	0.143571	0.02760469	0.1256734	0.04942985	0.1409464	0.1147556	0.06124606	0.1193811	0.1265768	0.1558923	0.1506039	0.1725488	0.1437759	0.118818	0.1776819	0.1008734	0.1237285	0.1377746	0.07869186	0.09471221	0.1198437	0.1215181	0.1427548	0.05496075	0.1754583	0.2818595	0.1768428	0.1818368	0.09178878	0.2079062	0.1571067	0.07318493	0.1651078	0.1469831	0.1502559	0.1431113	0.2160826	0.1751827
952.663	0.09087951	0.120884	0.04106756	0.01747075	0.09333901	0.0451294	0.03781702	0.07354572	0.07119657	0.07973992	0.1247172	0.0725604	0.07502591	0.03912771	0.03126351	0.06525977	0.1266737	0.0831149	0.1227682	0.02083008	0.06546909	0.1443862	0.07504401	0.1424279	0.09423722	0.117661	0.1468102	0.02813923	0.1289476	0.05024786	0.1464492	0.1177046	0.06282753	0.1224593	0.128284	0.1598831	0.1527695	0.1754022	0.1464825	0.1211035	0.1825675	0.1025501	0.1258479	0.1403342	0.0799266	0.09681442	0.1230214	0.1245325	0.1460655	0.05650937	0.1792978	0.2893891	0.1807389	0.1864041	0.09340817	0.2117174	0.1617586	0.07426461	0.1681384	0.1495879	0.1525338	0.1479075	0.2209047	0.1788077
954.591	0.09428374	0.1247351	0.04169327	0.0180131	0.09514371	0.04626106	0.03847957	0.07508299	0.07302757	0.08136377	0.1265029	0.07386649	0.07662261	0.03987123	0.0314965	0.06717312	0.1313289	0.08544447	0.1267771	0.02147959	0.06654503	0.1475269	0.07604694	0.1451909	0.09726852	0.1195423	0.1498287	0.02862791	0.1318984	0.05085844	0.1510809	0.1204439	0.06427815	0.1256621	0.1298845	0.1639532	0.1548298	0.1781956	0.1489184	0.1234671	0.1872953	0.1041698	0.1277267	0.142512	0.08112967	0.09883105	0.1261591	0.1276297	0.1489124	0.05806192	0.1825555	0.2968795	0.1844988	0.1905916	0.0948046	0.2151861	0.1661821	0.07509672	0.1711973	0.1519289	0.1546847	0.1528477	0.2257177	0.1825616
956.52	0.09775963	0.1285421	0.04232702	0.01856474	0.09664138	0.0470091	0.03899074	0.07630444	0.07486164	0.08233522	0.1278776	0.07504398	0.07781986	0.04056	0.03155592	0.06916872	0.1361264	0.08780806	0.1308953	0.0221508	0.06744967	0.1500584	0.07676837	0.1476164	0.1004823	0.1211738	0.1524419	0.02899851	0.1343836	0.05183377	0.1547466	0.1234875	0.0656931	0.1288971	0.1313847	0.1678591	0.1571843	0.1806082	0.1511955	0.1257227	0.1919347	0.1056885	0.1292847	0.1446749	0.08222692	0.1007217	0.1288985	0.1308987	0.151125	0.05940161	0.184897	0.3044562	0.1876996	0.1943765	0.09624667	0.218302	0.1707025	0.07566856	0.1740888	0.1540535	0.1568582	0.1578902	0.2306282	0.1862716
958.448	0.1012927	0.1322859	0.04287357	0.01911674	0.09780806	0.04719165	0.03934498	0.07710595	0.07667661	0.0824096	0.128854	0.07604908	0.07851119	0.04120051	0.03150611	0.07124249	0.1410229	0.09018908	0.1350367	0.02284241	0.06813312	0.1522012	0.07715774	0.1496001	0.1036633	0.122861	0.1545604	0.02922275	0.1361597	0.05289642	0.1573588	0.1265806	0.06707317	0.1321557	0.1327859	0.1716049	0.1593592	0.1829321	0.1534431	0.1277026	0.196778	0.1071382	0.1310995	0.1467757	0.08321028	0.1024235	0.1315065	0.1341135	0.1524844	0.06068534	0.1868201	0.3118874	0.1905529	0.1978174	0.09746106	0.2212599	0.1754662	0.07601704	0.1767882	0.1559646	0.159096	0.1627934	0.2353868	0.1897967
960.376	0.1048898	0.1360334	0.04338522	0.01965	0.09879038	0.04697087	0.03960974	0.07757944	0.07847853	0.08190104	0.1296247	0.07695067	0.07890044	0.04182001	0.03142386	0.07340268	0.1460111	0.09260902	0.1391691	0.02355048	0.06868917	0.1538867	0.07735499	0.1511157	0.1067892	0.1247021	0.156548	0.02935122	0.136969	0.05368252	0.1594529	0.1294427	0.06829272	0.1354924	0.1341304	0.1753766	0.1611178	0.185681	0.1557803	0.1295399	0.2018035	0.1086058	0.1330673	0.148674	0.0841502	0.1043257	0.1341226	0.137291	0.153505	0.06204481	0.1886968	0.3189911	0.1931979	0.2010631	0.09830125	0.2242047	0.180116	0.07622128	0.1794821	0.1577032	0.1614559	0.1679027	0.2403632	0.1932828
962.305	0.108542	0.1398431	0.04396461	0.02015159	0.0997937	0.04676376	0.0398773	0.07795343	0.08025514	0.08148268	0.1304163	0.07783841	0.07937822	0.04242482	0.03136035	0.07562795	0.151084	0.09504709	0.1432164	0.02427473	0.06929444	0.1555539	0.07758423	0.152451	0.1098638	0.1265671	0.1583408	0.02948811	0.1376249	0.05444326	0.1613225	0.1322826	0.06954365	0.138886	0.1354865	0.1792974	0.1630352	0.1881836	0.1582142	0.1316388	0.2065616	0.1101301	0.1350534	0.1505515	0.08510334	0.1063864	0.1368209	0.1405278	0.1546887	0.06342208	0.1905648	0.3261483	0.195856	0.2045586	0.09906929	0.2272702	0.184988	0.07634278	0.1823777	0.1592277	0.164016	0.1730194	0.2454689	0.1965783
964.233	0.112228	0.1437147	0.04459225	0.02062514	0.100958	0.04691768	0.04021124	0.07843604	0.08196931	0.0816602	0.131352	0.0787553	0.0802318	0.04299973	0.03134066	0.07786993	0.1562249	0.09744033	0.1470847	0.02502188	0.07006728	0.1580395	0.07799286	0.1540356	0.1129055	0.1285038	0.1602475	0.0297139	0.1391107	0.05531893	0.1629995	0.1349634	0.07093988	0.142241	0.1369006	0.1834825	0.1652315	0.1903644	0.1605208	0.1339964	0.2113601	0.1116795	0.1372685	0.1527527	0.08607135	0.1082308	0.1396262	0.1438261	0.1558252	0.06490622	0.1924996	0.3332948	0.1989397	0.2087238	0.1001699	0.2306306	0.1900938	0.07641435	0.1855599	0.1609716	0.1664795	0.177984	0.2502085	0.1999317
966.162	0.1159928	0.1476613	0.04509999	0.02108172	0.1023119	0.0474268	0.04062229	0.0791042	0.08361746	0.08239132	0.1324389	0.07971421	0.08143207	0.04354443	0.03139026	0.08011252	0.1614946	0.09977727	0.1508055	0.02580355	0.07097528	0.160996	0.07857826	0.1560735	0.1158365	0.130266	0.1623128	0.03002647	0.1413605	0.0562684	0.1649454	0.1373578	0.07213207	0.1455361	0.138402	0.1874411	0.1672904	0.1926755	0.1627149	0.1363751	0.2161305	0.1132195	0.1396019	0.1553358	0.08704501	0.1101516	0.1422933	0.1470949	0.1569802	0.0662641	0.1945725	0.3400184	0.2023749	0.2136639	0.1015027	0.234167	0.1948286	0.07648773	0.1890078	0.1631466	0.1687697	0.1829627	0.2549238	0.2033776
